Universität,Hochschulstudium,1
Universität,Bachelorstudium,1
Universität,Masterstudium,1
Universität,Promotion,1
Hochschule,Hochschulstudium,1
Hochschule,Bachelorstudium,1
Hochschule,Masterstudium,1
Hochschule,Weiterbildungsstudium,1
Berufsschule,Duale Ausbildung,1
Berufsschule,Technische Ausbildung,1
Berufsschule,Erwachsenenbildung,1
Sonderschule,Inklusive Bildung,1
Sonderschule,Allgemeinbildende Schule,1
Schule,Grundschule,1
Schule,Realschule,1
Schule,Gymnasium,1
Schule,Gesamtschule,1
Standard,Grundschule,1
Standard,Realschule,1
Standard,Gymnasium,1
Standard,Hochschulbereich,1
Standard,Berufliche Bildung,1
