group_id,sector,weight
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
sector_other,,0.006667
