group_id,sector,weight
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
sector_other,,0.012195
